ScanNumber	ScanTypeName	ScanType	ScanTime
3126	HMS	1	11.2360
3127	HMS	1	11.2398
3128	HMS	1	11.2436
3129	HMS	1	11.2475
3130	HMS	1	11.2513
3131	HMS	1	11.2552
3132	HMS	1	11.2590
3133	HMS	1	11.2629
3134	HMS	1	11.2667
3135	HCD-HMSn	2	11.2679
3136	HMS	1	11.2707
3137	HMS	1	11.2750
3138	HMS	1	11.2788
3139	HMS	1	11.2827
3140	HMS	1	11.2865
3141	HMS	1	11.2903
3142	HMS	1	11.2942
3143	HMS	1	11.2981
3144	HMS	1	11.3019
3145	HMS	1	11.3057
3146	HMS	1	11.3096
3147	HMS	1	11.3134
3148	HMS	1	11.3172
3149	HMS	1	11.3211
3150	HCD-HMSn	2	11.3222
3151	HMS	1	11.3250
3152	HMS	1	11.3294
3153	HMS	1	11.3332
3154	HMS	1	11.3371
3155	HMS	1	11.3409
3156	HMS	1	11.3447
3157	HMS	1	11.3486
3158	HMS	1	11.3524
3159	HMS	1	11.3562
3160	HMS	1	11.3601
3161	HCD-HMSn	2	11.3613
3162	HMS	1	11.3641
3163	HMS	1	11.3684
3164	HMS	1	11.3722
3165	HMS	1	11.3761
3166	HMS	1	11.3799
3167	HMS	1	11.3838
3168	HMS	1	11.3876
3169	HMS	1	11.3914
3170	HMS	1	11.3953
3171	HMS	1	11.3992
3172	HMS	1	11.4030
3173	HMS	1	11.4069
3174	HMS	1	11.4107
3175	HMS	1	11.4145
3176	HMS	1	11.4184
3177	HMS	1	11.4222
3178	HCD-HMSn	2	11.4234
3179	HMS	1	11.4261
3180	HMS	1	11.4304
3181	HMS	1	11.4342
3182	HMS	1	11.4380
3183	HMS	1	11.4419
3184	HMS	1	11.4457
3185	HMS	1	11.4495
3186	HMS	1	11.4534
3187	HMS	1	11.4572
3188	HMS	1	11.4611
3189	HMS	1	11.4649
3190	HMS	1	11.4688
3191	HMS	1	11.4726
3192	HMS	1	11.4765
3193	HMS	1	11.4803
3194	HMS	1	11.4841
3195	HMS	1	11.4880
3196	HMS	1	11.4918
3197	HMS	1	11.4957
3198	HMS	1	11.4995
3199	HMS	1	11.5034
3200	HMS	1	11.5072
3201	HMS	1	11.5110
3202	HMS	1	11.5149
3203	HCD-HMSn	2	11.5160
3204	HMS	1	11.5188
3205	HMS	1	11.5231
3206	HMS	1	11.5270
3207	HMS	1	11.5309
3208	HCD-HMSn	2	11.5320
3209	HMS	1	11.5348
3210	HMS	1	11.5391
3211	HMS	1	11.5430
3212	HMS	1	11.5468
3213	HMS	1	11.5507
3214	HMS	1	11.5545
3215	HMS	1	11.5583
3216	HMS	1	11.5622
3217	HMS	1	11.5661
3218	HMS	1	11.5699
3219	HMS	1	11.5737
3220	HMS	1	11.5776
3221	HMS	1	11.5814
3222	HMS	1	11.5853
3223	HMS	1	11.5891
3224	HMS	1	11.5929
3225	HMS	1	11.5968
3226	HMS	1	11.6007
3227	HMS	1	11.6045
3228	HMS	1	11.6083
3229	HMS	1	11.6122
3230	HMS	1	11.6160
3231	HMS	1	11.6199
3232	HMS	1	11.6237
3233	HMS	1	11.6276
3234	HMS	1	11.6314
3235	HMS	1	11.6352
3236	HMS	1	11.6391
3237	HMS	1	11.6429
3238	HMS	1	11.6468
3239	HMS	1	11.6506
3240	HMS	1	11.6544
3241	HMS	1	11.6583
3242	HMS	1	11.6622
3243	HMS	1	11.6660
3244	HMS	1	11.6698
3245	HMS	1	11.6737
3246	HMS	1	11.6775
3247	HMS	1	11.6814
3248	HCD-HMSn	2	11.6825
3249	HMS	1	11.6853
3250	HMS	1	11.6896
3251	HMS	1	11.6935
3252	HMS	1	11.6973
3253	HMS	1	11.7012
3254	HMS	1	11.7050
3255	HMS	1	11.7089
3256	HCD-HMSn	2	11.7100
3257	HMS	1	11.7128
3258	HMS	1	11.7171
3259	HMS	1	11.7210
3260	HMS	1	11.7248
3261	HMS	1	11.7287
3262	HMS	1	11.7325
3263	HMS	1	11.7364
3264	HCD-HMSn	2	11.7375
3265	HMS	1	11.7403
3266	HCD-HMSn	2	11.7418
3267	HMS	1	11.7446
3268	HMS	1	11.7490
3269	HCD-HMSn	2	11.7501
3270	HMS	1	11.7529
3271	HMS	1	11.7572
3272	HMS	1	11.7611
3273	HCD-HMSn	2	11.7623
3274	HMS	1	11.7650
3275	HMS	1	11.7694
3276	HMS	1	11.7732
3277	HMS	1	11.7771
3278	HMS	1	11.7809
3279	HMS	1	11.7847
3280	HMS	1	11.7886
3281	HMS	1	11.7924
3282	HMS	1	11.7963
3283	HMS	1	11.8002
3284	HMS	1	11.8040
3285	HCD-HMSn	2	11.8052
3286	HCD-HMSn	2	11.8074
3287	HMS	1	11.8097
3288	HMS	1	11.8143
3289	HMS	1	11.8182
3290	HMS	1	11.8220
3291	HCD-HMSn	2	11.8232
3292	HMS	1	11.8259
3293	HMS	1	11.8302
3294	HMS	1	11.8340
3295	HMS	1	11.8379
3296	HMS	1	11.8417
3297	HMS	1	11.8455
3298	HMS	1	11.8494
3299	HMS	1	11.8532
3300	HMS	1	11.8571
3301	HMS	1	11.8610
3302	HCD-HMSn	2	11.8621
3303	HMS	1	11.8649
3304	HCD-HMSn	2	11.8664
3305	HMS	1	11.8692
3306	HMS	1	11.8735
3307	HMS	1	11.8774
3308	HMS	1	11.8812
3309	HMS	1	11.8850
3310	HMS	1	11.8889
3311	HMS	1	11.8927
3312	HMS	1	11.8979
3313	HMS	1	11.9017
3314	HMS	1	11.9056
3315	HMS	1	11.9094
3316	HMS	1	11.9132
3317	HMS	1	11.9171
3318	HMS	1	11.9209
3319	HMS	1	11.9247
3320	HMS	1	11.9286
3321	HMS	1	11.9325
3322	HMS	1	11.9363
3323	HMS	1	11.9401
3324	HMS	1	11.9440
3325	HMS	1	11.9478
3326	HCD-HMSn	2	11.9490
3327	HMS	1	11.9517
3328	HMS	1	11.9561
3329	HMS	1	11.9600
3330	HMS	1	11.9638
3331	HMS	1	11.9676
3332	HMS	1	11.9715
3333	HMS	1	11.9753
3334	HMS	1	11.9791
3335	HCD-HMSn	2	11.9803
3336	HMS	1	11.9831
3337	HMS	1	11.9874
3338	HMS	1	11.9912
3339	HMS	1	11.9951
3340	HMS	1	11.9990
3341	HMS	1	12.0028
3342	HMS	1	12.0067
3343	HMS	1	12.0105
3344	HMS	1	12.0143
3345	HMS	1	12.0182
3346	HMS	1	12.0220
3347	HMS	1	12.0259
3348	HMS	1	12.0297
3349	HMS	1	12.0336
3350	HMS	1	12.0374
3351	HMS	1	12.0413
3352	HMS	1	12.0451
3353	HMS	1	12.0489
3354	HMS	1	12.0528
3355	HCD-HMSn	2	12.0539
3356	HMS	1	12.0567
3357	HCD-HMSn	2	12.0583
3358	HMS	1	12.0611
3359	HMS	1	12.0653
3360	HMS	1	12.0691
3361	HMS	1	12.0729
3362	HMS	1	12.0768
3363	HMS	1	12.0806
3364	HMS	1	12.0845
3365	HMS	1	12.0883
3366	HMS	1	12.0921
3367	HMS	1	12.0960
3368	HMS	1	12.0999
3369	HMS	1	12.1037
3370	HMS	1	12.1075
3371	HMS	1	12.1114
3372	HMS	1	12.1152
3373	HMS	1	12.1190
3374	HMS	1	12.1229
3375	HMS	1	12.1268
3376	HMS	1	12.1306
3377	HMS	1	12.1344
3378	HMS	1	12.1383
3379	HMS	1	12.1421
3380	HMS	1	12.1459
3381	HMS	1	12.1498
3382	HMS	1	12.1536
3383	HMS	1	12.1575
3384	HMS	1	12.1614
3385	HMS	1	12.1652
3386	HMS	1	12.1690
3387	HMS	1	12.1729
3388	HMS	1	12.1767
3389	HMS	1	12.1805
3390	HMS	1	12.1844
3391	HMS	1	12.1882
3392	HMS	1	12.1921
3393	HMS	1	12.1960
3394	HCD-HMSn	2	12.1971
3395	HMS	1	12.1999
3396	HMS	1	12.2042
3397	HMS	1	12.2081
3398	HMS	1	12.2119
3399	HMS	1	12.2157
3400	HMS	1	12.2196
3401	HMS	1	12.2234
3402	HMS	1	12.2273
3403	HMS	1	12.2311
3404	HCD-HMSn	2	12.2323
3405	HMS	1	12.2351
3406	HMS	1	12.2394
3407	HCD-HMSn	2	12.2405
3408	HMS	1	12.2433
3409	HMS	1	12.2477
3410	HMS	1	12.2515
3411	HMS	1	12.2553
3412	HMS	1	12.2592
3413	HMS	1	12.2630
3414	HMS	1	12.2669
3415	HMS	1	12.2707
3416	HMS	1	12.2746
3417	HMS	1	12.2784
3418	HMS	1	12.2822
3419	HMS	1	12.2861
3420	HMS	1	12.2899
3421	HMS	1	12.2938
3422	HMS	1	12.2976
3423	HMS	1	12.3015
3424	HMS	1	12.3053
3425	HMS	1	12.3091
3426	HMS	1	12.3130
3427	HMS	1	12.3168
3428	HMS	1	12.3206
3429	HMS	1	12.3245
3430	HMS	1	12.3284
3431	HMS	1	12.3322
3432	HMS	1	12.3360
3433	HMS	1	12.3399
3434	HMS	1	12.3437
3435	HMS	1	12.3475
3436	HMS	1	12.3514
3437	HMS	1	12.3552
3438	HCD-HMSn	2	12.3564
3439	HMS	1	12.3591
3440	HMS	1	12.3634
3441	HMS	1	12.3672
3442	HMS	1	12.3710
3443	HCD-HMSn	2	12.3722
3444	HMS	1	12.3749
3445	HMS	1	12.3793
3446	HMS	1	12.3831
3447	HMS	1	12.3870
3448	HMS	1	12.3908
3449	HMS	1	12.3947
3450	HCD-HMSn	2	12.3958
3451	HMS	1	12.3986
3452	HMS	1	12.4029
3453	HMS	1	12.4068
3454	HMS	1	12.4106
3455	HMS	1	12.4145
3456	HMS	1	12.4183
3457	HMS	1	12.4221
3458	HMS	1	12.4260
3459	HMS	1	12.4299
3460	HMS	1	12.4337
3461	HMS	1	12.4375
3462	HMS	1	12.4414
3463	HMS	1	12.4452
3464	HMS	1	12.4490
3465	HMS	1	12.4529
3466	HMS	1	12.4567
3467	HMS	1	12.4606
3468	HMS	1	12.4644
3469	HMS	1	12.4683
3470	HMS	1	12.4721
3471	HMS	1	12.4760
3472	HMS	1	12.4798
3473	HMS	1	12.4836
3474	HMS	1	12.4875
3475	HMS	1	12.4913
3476	HMS	1	12.4952
3477	HMS	1	12.4990
3478	HMS	1	12.5029
3479	HMS	1	12.5067
3480	HMS	1	12.5105
3481	HMS	1	12.5144
3482	HMS	1	12.5182
3483	HMS	1	12.5221
3484	HMS	1	12.5259
3485	HMS	1	12.5298
3486	HCD-HMSn	2	12.5309
3487	HMS	1	12.5337
3488	HMS	1	12.5381
3489	HMS	1	12.5419
3490	HMS	1	12.5457
3491	HMS	1	12.5496
3492	HMS	1	12.5534
3493	HMS	1	12.5572
3494	HMS	1	12.5611
3495	HMS	1	12.5650
3496	HMS	1	12.5688
3497	HMS	1	12.5727
3498	HMS	1	12.5765
3499	HMS	1	12.5803
3500	HMS	1	12.5842
3501	HMS	1	12.5880
3502	HMS	1	12.5918
3503	HMS	1	12.5957
3504	HMS	1	12.5996
3505	HMS	1	12.6034
3506	HMS	1	12.6072
3507	HCD-HMSn	2	12.6084
3508	HMS	1	12.6112
3509	HMS	1	12.6155
3510	HMS	1	12.6193
3511	HMS	1	12.6232
3512	HMS	1	12.6271
3513	HMS	1	12.6309
3514	HMS	1	12.6347
3515	HMS	1	12.6386
3516	HMS	1	12.6424
3517	HMS	1	12.6463
3518	HMS	1	12.6501
3519	HMS	1	12.6539
3520	HCD-HMSn	2	12.6551
3521	HMS	1	12.6578
3522	HMS	1	12.6622
3523	HMS	1	12.6661
3524	HMS	1	12.6699
3525	HMS	1	12.6737
3526	HMS	1	12.6776
3527	HMS	1	12.6814
3528	HMS	1	12.6853
3529	HMS	1	12.6891
3530	HCD-HMSn	2	12.6903
3531	HMS	1	12.6959
3532	HCD-HMSn	2	12.6978
3533	HMS	1	12.7005
3534	HMS	1	12.7049
3535	HMS	1	12.7087
3536	HMS	1	12.7126
3537	HMS	1	12.7164
3538	HMS	1	12.7202
3539	HCD-HMSn	2	12.7214
3540	HMS	1	12.7242
3541	HMS	1	12.7286
3542	HCD-HMSn	2	12.7297
3543	HMS	1	12.7325
3544	HMS	1	12.7368
3545	HCD-HMSn	2	12.7380
3546	HCD-HMSn	2	12.7403
3547	HMS	1	12.7425
3548	HMS	1	12.7472
3549	HCD-HMSn	2	12.7483
3550	HMS	1	12.7511
3551	HMS	1	12.7554
3552	HCD-HMSn	2	12.7566
3553	HMS	1	12.7594
3554	HCD-HMSn	2	12.7619
3555	HMS	1	12.7647
3556	HMS	1	12.7690
3557	HMS	1	12.7728
3558	HMS	1	12.7767
3559	HCD-HMSn	2	12.7778
3560	HMS	1	12.7806
3561	HMS	1	12.7849
3562	HMS	1	12.7888
3563	HMS	1	12.7926
3564	HMS	1	12.7965
3565	HMS	1	12.8003
3566	HCD-HMSn	2	12.8015
3567	HMS	1	12.8043
3568	HMS	1	12.8086
3569	HMS	1	12.8124
3570	HCD-HMSn	2	12.8136
3571	HMS	1	12.8164
3572	HCD-HMSn	2	12.8179
3573	HMS	1	12.8207
3574	HMS	1	12.8250
3575	HMS	1	12.8289
3576	HMS	1	12.8328
3577	HMS	1	12.8366
3578	HMS	1	12.8404
3579	HMS	1	12.8443
3580	HMS	1	12.8481
3581	HMS	1	12.8519
3582	HMS	1	12.8558
3583	HMS	1	12.8596
3584	HCD-HMSn	2	12.8608
3585	HMS	1	12.8636
3586	HMS	1	12.8679
3587	HMS	1	12.8718
3588	HMS	1	12.8756
3589	HMS	1	12.8795
3590	HMS	1	12.8833
3591	HMS	1	12.8871
3592	HMS	1	12.8910
3593	HMS	1	12.8949
3594	HMS	1	12.8987
3595	HMS	1	12.9025
3596	HMS	1	12.9064
3597	HMS	1	12.9102
3598	HCD-HMSn	2	12.9114
3599	HMS	1	12.9141
3600	HMS	1	12.9185
3601	HMS	1	12.9223
3602	HMS	1	12.9261
3603	HMS	1	12.9300
3604	HMS	1	12.9339
3605	HMS	1	12.9377
3606	HMS	1	12.9415
3607	HMS	1	12.9454
3608	HMS	1	12.9492
3609	HMS	1	12.9531
3610	HMS	1	12.9569
3611	HMS	1	12.9608
3612	HCD-HMSn	2	12.9619
3613	HMS	1	12.9647
3614	HMS	1	12.9690
3615	HMS	1	12.9729
3616	HCD-HMSn	2	12.9741
3617	HMS	1	12.9768
3618	HMS	1	12.9812
3619	HCD-HMSn	2	12.9823
3620	HMS	1	12.9851
3621	HMS	1	12.9894
3622	HMS	1	12.9933
3623	HMS	1	12.9972
3624	HMS	1	13.0010
3625	HCD-HMSn	2	13.0022
3626	HMS	1	13.0049
3627	HCD-HMSn	2	13.0065
3628	HMS	1	13.0093
3629	HMS	1	13.0136
3630	HMS	1	13.0174
3631	HMS	1	13.0213
3632	HCD-HMSn	2	13.0224
3633	HMS	1	13.0252
3634	HMS	1	13.0296
3635	HMS	1	13.0334
3636	HMS	1	13.0373
3637	HCD-HMSn	2	13.0384
3638	HMS	1	13.0412
3639	HMS	1	13.0455
3640	HMS	1	13.0494
3641	HMS	1	13.0532
3642	HMS	1	13.0570
3643	HMS	1	13.0609
3644	HMS	1	13.0648
3645	HCD-HMSn	2	13.0659
3646	HMS	1	13.0687
3647	HMS	1	13.0730
3648	HMS	1	13.0769
3649	HMS	1	13.0807
3650	HMS	1	13.0846
3651	HMS	1	13.0884
3652	HMS	1	13.0922
3653	HMS	1	13.0961
3654	HMS	1	13.1000
3655	HCD-HMSn	2	13.1011
3656	HMS	1	13.1039
3657	HMS	1	13.1082
3658	HMS	1	13.1120
3659	HMS	1	13.1159
3660	HMS	1	13.1197
3661	HMS	1	13.1236
3662	HMS	1	13.1274
3663	HMS	1	13.1313
3664	HMS	1	13.1351
3665	HMS	1	13.1389
3666	HMS	1	13.1428
3667	HMS	1	13.1466
3668	HMS	1	13.1505
3669	HMS	1	13.1543
3670	HMS	1	13.1581
3671	HMS	1	13.1621
3672	HMS	1	13.1660
3673	HMS	1	13.1698
3674	HMS	1	13.1736
3675	HMS	1	13.1775
3676	HMS	1	13.1813
3677	HCD-HMSn	2	13.1825
3678	HMS	1	13.1852
3679	HMS	1	13.1896
3680	HMS	1	13.1935
3681	HMS	1	13.1973
3682	HMS	1	13.2011
3683	HMS	1	13.2050
3684	HMS	1	13.2088
3685	HMS	1	13.2126
3686	HMS	1	13.2165
3687	HMS	1	13.2203
3688	HMS	1	13.2242
3689	HMS	1	13.2280
3690	HMS	1	13.2319
3691	HMS	1	13.2357
3692	HMS	1	13.2396
3693	HMS	1	13.2434
3694	HMS	1	13.2472
3695	HMS	1	13.2511
3696	HMS	1	13.2549
3697	HMS	1	13.2587
3698	HCD-HMSn	2	13.2599
3699	HMS	1	13.2627
3700	HMS	1	13.2670
3701	HMS	1	13.2709
3702	HMS	1	13.2747
3703	HMS	1	13.2785
3704	HMS	1	13.2824
3705	HMS	1	13.2862
3706	HMS	1	13.2900
3707	HMS	1	13.2939
3708	HMS	1	13.2978
3709	HMS	1	13.3016
3710	HMS	1	13.3054
3711	HMS	1	13.3093
3712	HCD-HMSn	2	13.3104
3713	HMS	1	13.3132
3714	HMS	1	13.3175
3715	HMS	1	13.3214
3716	HMS	1	13.3252
3717	HMS	1	13.3291
3718	HMS	1	13.3329
3719	HMS	1	13.3368
3720	HMS	1	13.3406
3721	HMS	1	13.3444
3722	HMS	1	13.3483
3723	HMS	1	13.3521
3724	HMS	1	13.3559
3725	HMS	1	13.3598
3726	HMS	1	13.3637
3727	HMS	1	13.3675
3728	HMS	1	13.3714
3729	HMS	1	13.3752
3730	HMS	1	13.3790
3731	HMS	1	13.3829
3732	HMS	1	13.3867
3733	HMS	1	13.3906
3734	HMS	1	13.3944
3735	HMS	1	13.3983
3736	HMS	1	13.4021
3737	HMS	1	13.4060
3738	HMS	1	13.4098
3739	HMS	1	13.4136
3740	HMS	1	13.4175
3741	HMS	1	13.4213
3742	HMS	1	13.4251
3743	HMS	1	13.4290
3744	HCD-HMSn	2	13.4302
3745	HMS	1	13.4329
3746	HMS	1	13.4373
3747	HMS	1	13.4411
3748	HMS	1	13.4449
3749	HMS	1	13.4488
3750	HMS	1	13.4526
3751	HMS	1	13.4565
3752	HMS	1	13.4604
3753	HCD-HMSn	2	13.4615
3754	HMS	1	13.4643
3755	HMS	1	13.4686
3756	HMS	1	13.4724
3757	HMS	1	13.4763
3758	HMS	1	13.4801
3759	HMS	1	13.4840
3760	HMS	1	13.4878
3761	HMS	1	13.4916
3762	HMS	1	13.4955
3763	HMS	1	13.4994
3764	HCD-HMSn	2	13.5005
3765	HMS	1	13.5033
3766	HCD-HMSn	2	13.5049
3767	HMS	1	13.5076
3768	HMS	1	13.5120
3769	HMS	1	13.5158
3770	HCD-HMSn	2	13.5170
3771	HMS	1	13.5198
3772	HMS	1	13.5241
3773	HMS	1	13.5280
3774	HMS	1	13.5319
3775	HMS	1	13.5357
3776	HMS	1	13.5395
3777	HMS	1	13.5434
3778	HMS	1	13.5472
3779	HMS	1	13.5511
3780	HMS	1	13.5549
3781	HMS	1	13.5587
3782	HMS	1	13.5626
3783	HMS	1	13.5665
3784	HCD-HMSn	2	13.5676
3785	HMS	1	13.5704
3786	HMS	1	13.5747
3787	HMS	1	13.5786
3788	HMS	1	13.5824
3789	HMS	1	13.5862
3790	HMS	1	13.5901
3791	HMS	1	13.5940
3792	HMS	1	13.5978
3793	HCD-HMSn	2	13.5990
3794	HCD-HMSn	2	13.6012
3795	HMS	1	13.6035
3796	HMS	1	13.6082
3797	HCD-HMSn	2	13.6093
3798	HMS	1	13.6121
3799	HCD-HMSn	2	13.6136
3800	HMS	1	13.6164
3801	HMS	1	13.6207
3802	HMS	1	13.6246
3803	HMS	1	13.6285
3804	HCD-HMSn	2	13.6296
3805	HMS	1	13.6324
3806	HMS	1	13.6367
3807	HMS	1	13.6406
3808	HMS	1	13.6444
3809	HMS	1	13.6483
3810	HCD-HMSn	2	13.6494
3811	HMS	1	13.6522
3812	HMS	1	13.6565
3813	HCD-HMSn	2	13.6577
3814	HMS	1	13.6605
3815	HMS	1	13.6647
3816	HCD-HMSn	2	13.6658
3817	HMS	1	13.6686
3818	HMS	1	13.6729
3819	HMS	1	13.6768
3820	HMS	1	13.6806
3821	HMS	1	13.6845
3822	HMS	1	13.6883
3823	HMS	1	13.6921
3824	HMS	1	13.6960
3825	HMS	1	13.6999
3826	HMS	1	13.7037
3827	HMS	1	13.7075
3828	HMS	1	13.7114
3829	HMS	1	13.7152
3830	HMS	1	13.7190
3831	HMS	1	13.7229
3832	HMS	1	13.7268
3833	HMS	1	13.7306
3834	HMS	1	13.7344
3835	HMS	1	13.7383
3836	HMS	1	13.7421
3837	HMS	1	13.7460
3838	HMS	1	13.7498
3839	HMS	1	13.7536
3840	HMS	1	13.7575
3841	HMS	1	13.7614
3842	HMS	1	13.7652
3843	HCD-HMSn	2	13.7664
3844	HMS	1	13.7691
3845	HMS	1	13.7735
3846	HMS	1	13.7773
3847	HMS	1	13.7811
3848	HCD-HMSn	2	13.7823
3849	HMS	1	13.7851
3850	HMS	1	13.7894
3851	HMS	1	13.7933
3852	HMS	1	13.7971
3853	HMS	1	13.8010
3854	HMS	1	13.8048
3855	HMS	1	13.8086
3856	HMS	1	13.8125
3857	HMS	1	13.8163
3858	HMS	1	13.8202
3859	HCD-HMSn	2	13.8213
3860	HMS	1	13.8241
3861	HMS	1	13.8285
3862	HMS	1	13.8323
3863	HMS	1	13.8362
3864	HMS	1	13.8400
3865	HMS	1	13.8438
3866	HMS	1	13.8477
3867	HMS	1	13.8515
3868	HMS	1	13.8553
3869	HMS	1	13.8592
3870	HCD-HMSn	2	13.8604
3871	HMS	1	13.8632
3872	HMS	1	13.8675
3873	HMS	1	13.8714
3874	HMS	1	13.8752
3875	HMS	1	13.8790
3876	HMS	1	13.8829
3877	HMS	1	13.8867
3878	HMS	1	13.8906
3879	HMS	1	13.8944
3880	HMS	1	13.8983
3881	HMS	1	13.9021
3882	HMS	1	13.9060
3883	HMS	1	13.9098
3884	HCD-HMSn	2	13.9109
3885	HMS	1	13.9137
3886	HMS	1	13.9181
3887	HMS	1	13.9219
3888	HMS	1	13.9257
3889	HMS	1	13.9296
3890	HMS	1	13.9335
3891	HMS	1	13.9373
3892	HCD-HMSn	2	13.9385
3893	HCD-HMSn	2	13.9408
3894	HMS	1	13.9430
3895	HMS	1	13.9477
3896	HMS	1	13.9515
3897	HCD-HMSn	2	13.9527
3898	HMS	1	13.9555
3899	HCD-HMSn	2	13.9570
3900	HMS	1	13.9598
3901	HMS	1	13.9640
3902	HMS	1	13.9679
3903	HMS	1	13.9717
3904	HMS	1	13.9755
3905	HMS	1	13.9794
3906	HMS	1	13.9832
3907	HMS	1	13.9870
3908	HMS	1	13.9909
3909	HMS	1	13.9948
3910	HMS	1	13.9986
3911	HMS	1	14.0025
3912	HMS	1	14.0063
3913	HCD-HMSn	2	14.0074
3914	HMS	1	14.0102
3915	HMS	1	14.0146
3916	HMS	1	14.0184
3917	HMS	1	14.0222
3918	HMS	1	14.0261
3919	HMS	1	14.0299
3920	HMS	1	14.0338
3921	HMS	1	14.0376
3922	HMS	1	14.0415
3923	HMS	1	14.0453
3924	HMS	1	14.0491
3925	HMS	1	14.0530
3926	HMS	1	14.0568
3927	HMS	1	14.0607
3928	HMS	1	14.0645
3929	HMS	1	14.0684
3930	HMS	1	14.0722
3931	HMS	1	14.0760
3932	HMS	1	14.0799
3933	HMS	1	14.0837
3934	HMS	1	14.0876
3935	HCD-HMSn	2	14.0887
3936	HMS	1	14.0915
3937	HMS	1	14.0959
3938	HMS	1	14.0997
3939	HMS	1	14.1036
3940	HMS	1	14.1074
3941	HMS	1	14.1112
3942	HMS	1	14.1151
3943	HMS	1	14.1189
3944	HCD-HMSn	2	14.1201
3945	HMS	1	14.1228
3946	HMS	1	14.1272
3947	HMS	1	14.1311
3948	HMS	1	14.1349
3949	HMS	1	14.1387
3950	HMS	1	14.1426
3951	HMS	1	14.1464
3952	HMS	1	14.1503
3953	HMS	1	14.1541
3954	HMS	1	14.1579
3955	HMS	1	14.1618
3956	HMS	1	14.1657
3957	HMS	1	14.1695
3958	HMS	1	14.1733
3959	HMS	1	14.1772
3960	HMS	1	14.1810
3961	HMS	1	14.1848
3962	HMS	1	14.1887
3963	HMS	1	14.1925
3964	HMS	1	14.1964
3965	HMS	1	14.2002
3966	HMS	1	14.2041
3967	HMS	1	14.2079
3968	HMS	1	14.2118
3969	HMS	1	14.2156
3970	HMS	1	14.2194
3971	HMS	1	14.2233
3972	HMS	1	14.2272
3973	HCD-HMSn	2	14.2283
3974	HMS	1	14.2311
3975	HCD-HMSn	2	14.2327
3976	HMS	1	14.2354
3977	HMS	1	14.2398
3978	HCD-HMSn	2	14.2409
3979	HMS	1	14.2437
3980	HMS	1	14.2481
3981	HMS	1	14.2519
3982	HMS	1	14.2557
3983	HMS	1	14.2596
3984	HCD-HMSn	2	14.2608
3985	HMS	1	14.2635
3986	HMS	1	14.2679
3987	HMS	1	14.2717
3988	HMS	1	14.2755
3989	HMS	1	14.2794
3990	HCD-HMSn	2	14.2805
3991	HMS	1	14.2833
3992	HMS	1	14.2876
3993	HMS	1	14.2915
3994	HMS	1	14.2954
3995	HMS	1	14.2992
3996	HMS	1	14.3030
3997	HCD-HMSn	2	14.3042
3998	HMS	1	14.3070
3999	HMS	1	14.3113
4000	HMS	1	14.3151
4001	HMS	1	14.3190
4002	HMS	1	14.3228
4003	HMS	1	14.3267
4004	HCD-HMSn	2	14.3279
4005	HMS	1	14.3306
4006	HCD-HMSn	2	14.3322
4007	HMS	1	14.3350
4008	HMS	1	14.3393
4009	HMS	1	14.3431
4010	HMS	1	14.3470
4011	HMS	1	14.3508
4012	HMS	1	14.3547
4013	HCD-HMSn	2	14.3558
4014	HMS	1	14.3586
4015	HMS	1	14.3630
4016	HMS	1	14.3668
4017	HMS	1	14.3706
4018	HMS	1	14.3745
4019	HMS	1	14.3783
4020	HMS	1	14.3822
4021	HMS	1	14.3860
4022	HCD-HMSn	2	14.3872
4023	HMS	1	14.3899
4024	HMS	1	14.3943
4025	HMS	1	14.3982
4026	HMS	1	14.4020
4027	HMS	1	14.4058
4028	HMS	1	14.4097
4029	HMS	1	14.4135
4030	HMS	1	14.4173
4031	HMS	1	14.4212
4032	HMS	1	14.4250
4033	HCD-HMSn	2	14.4262
4034	HMS	1	14.4290
4035	HMS	1	14.4332
4036	HMS	1	14.4370
4037	HMS	1	14.4408
4038	HMS	1	14.4447
4039	HMS	1	14.4485
4040	HMS	1	14.4523
4041	HMS	1	14.4562
4042	HMS	1	14.4601
4043	HMS	1	14.4639
4044	HMS	1	14.4678
4045	HMS	1	14.4716
4046	HMS	1	14.4754
4047	HMS	1	14.4793
4048	HMS	1	14.4831
4049	HCD-HMSn	2	14.4843
4050	HMS	1	14.4870
4051	HCD-HMSn	2	14.4886
4052	HMS	1	14.4914
4053	HMS	1	14.4957
4054	HMS	1	14.4996
4055	HMS	1	14.5034
4056	HMS	1	14.5073
4057	HMS	1	14.5111
4058	HMS	1	14.5149
4059	HMS	1	14.5188
4060	HMS	1	14.5226
4061	HMS	1	14.5265
4062	HMS	1	14.5303
4063	HMS	1	14.5342
4064	HCD-HMSn	2	14.5353
4065	HMS	1	14.5381
4066	HMS	1	14.5425
4067	HMS	1	14.5463
4068	HMS	1	14.5501
4069	HMS	1	14.5540
4070	HMS	1	14.5578
4071	HMS	1	14.5617
4072	HMS	1	14.5655
4073	HMS	1	14.5694
4074	HCD-HMSn	2	14.5705
4075	HMS	1	14.5733
4076	HMS	1	14.5776
4077	HMS	1	14.5815
4078	HMS	1	14.5853
4079	HMS	1	14.5892
4080	HMS	1	14.5930
4081	HCD-HMSn	2	14.5942
4082	HMS	1	14.5970
4083	HMS	1	14.6013
4084	HMS	1	14.6051
4085	HMS	1	14.6090
4086	HMS	1	14.6128
4087	HMS	1	14.6167
