Scan_Group_ID	Charge	Scan
1803	2	3738
1804	3	3399
1805	3	4964
1806	2	2108
1807	3	7974
1808	4	6642
1809	2	3843
1810	3	6507
1811	1	3171
1812	3	4659
1813	3	7099
1814	2	3306
1815	2	2542
1816	3	7778
1817	3	1419
1818	1	1974
1819	4	6352
1820	3	6458
1821	3	6367
1822	2	1124
1823	2	1820
1824	2	1602
1825	2	1315
1826	4	3336
1827	3	6926
1828	2	2731
1829	2	5667
1830	2	8154
1831	3	6859
1832	3	7208
1833	2	4248
1834	3	7924
1835	2	3320
1836	3	6264
1837	2	5748
1838	3	4776
1839	2	3632
1840	1	5368
1841	3	3467
1842	2	5412
1843	2	5916
1844	3	3098
1845	2	4376
1846	3	5040
1847	2	6788
1848	2	7214
1849	3	6434
1850	2	1278
1851	3	5811
1852	2	7187
1853	2	1394
1854	2	4410
1854	2	4411
1855	3	6567
1856	2	1026
1857	4	7971
1858	3	3544
1859	4	7911
1860	3	6335
1861	2	1030
1862	2	4267
1863	4	6556
1864	3	6336
1865	2	3206
1866	2	2732
1867	2	6252
1868	3	2683
1869	3	6999
1870	2	662
1871	3	6435
1872	2	5296
1873	1	3404
1874	2	4959
1875	2	1460
1876	3	6951
1877	3	7775
1878	3	5048
1879	1	2599
1880	3	4486
1881	2	2034
1882	2	1568
1883	3	5930
1884	2	758
1885	2	6888
1886	2	6454
1887	2	2351
1888	2	1567
1889	1	1563
1890	3	7446
1891	3	8186
1892	2	3799
1893	2	6952
1894	2	6134
1895	2	1484
1896	1	3947
1896	1	3976
1897	2	1386
1898	2	6930
1898	2	6931
1899	1	3755
1900	2	6044
1901	3	6462
1902	2	4227
1903	2	3842
1904	1	3898
1904	1	3899
1905	3	6706
1906	2	2928
1907	2	2546
1908	2	4495
1909	2	5136
1910	1	2036
1911	4	6911
1912	1	1476
1913	2	3064
1914	2	5639
1915	2	5743
1916	3	6626
1917	2	7130
1917	2	7132
1918	2	5663
1919	2	2023
1920	2	7126
1921	2	2798
1922	2	6647
1923	2	6219
1924	3	4924
1925	2	4100
1926	3	4690
1927	1	1863
1928	4	6771
1929	2	6003
1930	1	3754
1931	1	2431
1932	1	1916
1933	2	5638
1934	3	1500
1935	1	2919
1936	3	7366
1937	2	2260
1938	1	2359
1939	3	5827
1940	3	7848
1941	2	5882
1942	2	6594
1943	2	5242
1944	2	1515
1945	2	6591
1946	2	4295
1947	1	4320
1948	2	2130
1949	2	1351
1950	2	3419
1951	2	4842
1952	3	8026
1953	2	7135
1954	2	5972
1955	2	2102
1956	1	3034
1957	4	6327
1958	3	7928
1959	2	5664
1960	2	6716
1961	2	5676
1962	2	7219
1963	2	1892
1964	2	6427
1965	3	4240
1966	3	7051
1967	3	3710
1968	3	6572
1969	3	3635
1970	3	7330
1971	3	7874
1972	2	4704
1973	3	5650
1974	2	5903
1975	2	2650
1976	2	4028
1977	2	2348
1978	2	3935
1979	3	6294
1980	2	6110
1981	4	6683
1982	1	3858
1983	2	842
1983	2	843
1984	3	3120
1985	2	4092
1986	2	5410
1987	2	967
1988	2	7758
1989	3	4539
1990	3	5674
1991	3	3883
1992	2	4287
1993	1	4288
1994	2	5706
1995	2	3682
1996	2	4183
1997	1	4286
1998	3	7844
1999	2	5890
2000	3	7018
2001	2	5707
2002	2	2999
2003	2	6054
2004	3	2398
2005	2	1887
2006	2	1635
2007	4	7322
2008	3	7603
2009	2	8148
2010	2	2234
2011	1	1896
2012	2	3498
2013	2	5251
2014	2	7956
2015	2	5792
2016	2	2726
2017	3	4380
2018	2	3719
2019	3	3586
2020	2	2014
2021	2	2079
2022	2	4114
2023	2	3202
2024	2	2983
2025	2	2738
2026	2	4870
2027	2	4066
2028	4	7426
2029	2	5783
2030	2	3867
2031	3	4006
2032	2	7024
2033	2	2882
2034	2	1427
2035	2	5887
2036	1	2424
2037	3	6320
2038	2	7131
2039	2	860
2040	2	6640
2041	3	7019
2042	2	2815
2043	3	7418
2044	2	5014
2045	2	2019
2046	2	3564
2047	2	3679
2048	2	466
2049	2	4988
2050	1	4019
2051	2	1647
2052	2	2554
2053	2	4388
2054	1	3458
2055	2	7382
2056	3	5974
2057	3	5478
2057	3	5482
2058	2	3772
2059	2	2891
2060	2	4996
2061	2	8036
2062	3	3434
2063	3	6740
2064	1	5526
2065	2	1766
2066	2	2370
2067	2	4463
2068	1	2171
2069	2	7318
2070	3	5724
2071	3	6643
2072	2	1442
2073	2	2302
2074	3	7552
2075	3	4196
2076	3	3550
2077	3	5075
2078	1	1447
2079	2	1520
2080	3	5627
2081	2	1884
2082	2	1595
2083	2	1807
2084	2	5956
2085	3	5342
2086	3	5951
2087	2	2372
2088	3	5118
2089	3	3744
2090	2	6092
2091	3	6460
2092	2	2252
2093	2	3558
2094	3	3507
2095	2	2851
2096	2	4283
2097	2	5622
2098	4	5855
2099	2	5662
2100	1	3014
2101	3	1816
2102	3	4120
2103	3	1322
2103	3	1323
2104	2	3211
2105	2	2039
2106	3	7488
2107	3	6239
2108	2	5852
2109	2	7499
2110	2	6207
2111	2	6179
2112	2	5876
2113	2	3226
2114	2	1615
2115	2	3360
2116	2	5715
2117	2	1292
2118	2	4348
2119	2	2335
2120	2	2062
2121	2	3692
2122	2	4430
2123	2	6838
2124	2	3020
2125	4	8046
2126	2	4007
2127	2	4247
2128	2	2010
2129	2	6783
2130	2	3834
2131	2	1506
2132	3	7864
2133	2	4447
2134	2	1882
2135	2	1526
2136	3	7910
2137	2	4342
2137	2	4490
2138	2	4888
2139	2	1728
2140	1	3440
2141	2	4488
2142	2	3126
2143	2	6064
2144	2	2411
2145	1	1668
2146	2	4082
2147	3	3423
2148	3	2379
2149	3	6480
2150	3	3684
2151	1	4051
2152	2	1639
2153	1	3652
2154	3	7651
2155	2	2734
2156	3	5308
2157	3	4803
2158	3	1739
2159	2	3736
2160	2	4487
2161	1	2052
2162	3	6107
2163	2	6063
2164	3	7307
2165	2	2907
2166	1	951
2167	2	6935
2168	4	2786
2169	2	8018
2170	3	7506
2171	3	4934
2172	2	1088
2173	2	1547
2174	3	6942
2175	2	2194
2176	3	3147
2177	2	5880
2178	2	1799
2179	2	2495
2180	4	5824
2181	1	1731
2182	4	6786
2183	2	2807
2184	2	2087
2185	1	1944
2186	2	6548
2187	2	5878
2188	4	5194
2189	2	3299
2190	2	7267
2191	3	7656
2192	2	7402
2193	2	4936
2194	1	4251
2195	2	1727
2196	3	6704
2197	2	4714
2198	2	4635
2199	2	2610
2200	2	5312
2201	3	6491
2202	1	5700
2203	3	2743
2204	2	2574
2205	3	6143
2206	2	3058
2207	2	4242
2208	3	8171
2209	3	5394
2210	2	3138
2211	2	3136
2212	4	7459
2213	2	6254
2214	2	1284
2215	2	6615
2216	2	4599
2217	2	2007
2218	2	5527
2219	2	986
2219	2	987
2220	2	1643
2221	1	2099
2222	2	7031
2223	2	2714
2224	1	1651
2225	2	3758
2226	2	3084
2227	2	1534
2228	2	966
2229	2	4503
2230	1	1999
2231	2	3914
2232	2	6744
2233	3	4244
2234	2	4738
2235	3	3762
2236	3	4678
2236	3	4679
2237	3	4592
2238	1	4134
2239	2	6775
2240	2	5980
2241	2	5471
2242	2	4368
2243	3	4162
2244	3	7530
2245	3	7231
2246	1	4544
2247	3	6076
2248	2	3922
2249	2	6368
2250	3	6312
2251	1	5352
2252	2	3823
2253	4	5640
2254	3	7491
2255	2	5354
2256	2	5383
2257	2	7915
2258	3	7670
2259	3	5059
2260	2	1036
2261	3	8042
2262	2	4395
2263	3	4724
2264	2	2896
2265	2	3047
2266	2	3878
2267	2	1282
2268	3	8150
2269	2	911
2270	3	5666
2271	2	7415
2272	1	2711
2273	2	2750
2274	3	4407
2275	4	5083
2276	3	7896
2277	2	4498
2278	1	4060
2279	3	7258
2280	1	1591
2281	5	6262
2282	2	3775
2283	3	1878
2284	2	2296
2285	3	3503
2286	3	3488
2287	3	2118
2288	2	1662
2289	2	4252
2290	2	6847
2291	2	1160
2292	3	6378
2293	3	5363
2294	2	7442
2295	2	2170
2296	2	7466
2297	2	7367
2298	2	1404
2299	1	2854
2299	1	2855
2300	2	7158
2301	2	4835
2302	2	3524
2303	2	3107
2304	3	3926
2305	1	1770
2306	1	1480
2307	1	1636
2308	2	7040
2309	3	6282
2310	2	5207
2311	1	1730
2312	3	1186
2312	3	1187
2313	3	3776
2314	2	5456
2315	2	2852
2316	3	7352
2317	3	6874
2318	3	4136
2319	1	3471
2320	3	3612
2321	2	7504
2322	1	4064
2323	3	5655
2324	2	5647
2325	2	2620
2326	3	1914
2327	3	6160
2328	2	1039
2329	2	2903
2330	2	2032
2331	3	7632
2332	2	5879
2333	2	5519
2334	3	7519
2335	3	1294
2336	2	3644
2337	2	1330
2338	4	6135
2339	3	4576
2340	3	7658
2341	1	3340
2342	1	3530
2343	2	1964
2344	3	4798
2345	2	4280
2346	2	4190
2347	2	3764
2348	4	4438
2349	2	3516
2350	3	1192
2351	4	4382
2352	3	5618
2353	2	2876
2354	2	4351
2355	4	6726
2356	2	5168
2357	1	2132
2358	2	2150
2359	2	1296
2360	3	6828
2361	2	3087
2362	1	2328
2363	3	5646
2364	3	6668
2365	2	1772
2366	3	5762
2367	2	5206
2368	2	1950
2369	2	1671
2370	3	5534
2371	2	4542
2372	3	3067
2373	3	5138
2374	3	6419
2375	3	7659
2376	2	4222
2377	2	3054
2378	1	2122
2379	4	7047
2380	1	3140
2381	4	6316
2382	3	6555
2383	2	3335
2384	2	1498
2385	3	2790
2386	3	5734
2387	2	3611
2388	3	6723
2389	2	1435
2390	2	3294
2391	2	4852
2392	2	3942
2393	3	7678
2394	2	2142
2394	2	2144
2395	2	8035
2396	2	6635
2397	3	4578
2398	4	7411
2399	1	3571
2400	3	946
2401	4	6347
2402	3	7907
2403	3	6298
2404	3	3112
2405	2	2038
2406	3	7811
2407	1	2454
2408	3	6376
2409	2	2188
2410	1	1686
2411	2	1908
2412	2	1744
2413	2	996
2414	4	6884
2415	3	2935
2416	3	7458
2417	2	8066
2418	3	6394
2419	2	1240
2420	3	7222
2421	2	1855
2422	2	2912
2423	3	6547
2424	4	4552
2425	3	7568
2426	2	1502
2427	2	1095
2428	2	2295
2429	2	3348
2430	3	7266
2431	2	1107
2432	1	3563
2433	1	1392
2434	4	5987
2435	1	2716
2436	3	4132
2437	3	5934
2438	2	2619
2439	2	1702
2440	2	2318
2441	2	1371
2442	3	5635
2443	2	4916
2444	2	7522
2445	1	2416
2446	2	5730
2447	2	3150
2448	2	5812
2449	3	5820
2450	2	4056
2451	2	4138
2452	3	4154
2453	2	2984
2454	3	2664
2455	3	6820
2456	2	3174
2457	3	6359
2458	1	4378
2459	3	4851
2460	2	2356
2461	2	3286
2462	3	6058
2463	2	3062
2464	2	630
2464	2	631
2465	4	6896
2466	2	7215
2467	1	2648
2468	3	3284
2469	3	4923
2470	3	6259
2471	2	4838
2472	2	3307
2473	2	3155
2474	3	7818
2475	2	823
2476	3	6243
2477	2	3170
2478	2	4122
2479	2	6440
2480	3	4799
2481	3	2991
2482	3	7666
2483	2	2840
2484	2	5227
2485	3	2803
2486	3	7618
2487	1	1806
2488	2	4143
2489	2	5080
2490	2	1803
2491	5	5963
2492	3	3583
2493	2	2164
2494	3	3903
2495	2	2900
2496	3	4375
2497	2	6886
2498	1	4515
2499	2	1478
2500	3	2850
2501	1	1815
2502	2	5370
2503	2	2580
2504	3	5767
2505	2	3599
2506	2	5420
2507	2	4872
2508	2	5411
2509	2	4662
2510	2	4786
2511	3	5720
2512	2	5856
2513	3	3362
2514	2	3716
2515	2	4011
2516	3	7751
2517	1	3148
2518	2	5260
2519	1	5347
2520	2	2908
2521	1	3295
2522	1	2438
2523	1	3215
2524	3	5434
2525	2	3218
2526	3	4591
2527	3	6890
2528	3	6980
2529	3	7515
2530	4	5628
2531	2	1802
2532	3	6814
2533	1	1083
2534	2	1006
2535	3	3151
2536	3	8190
2537	1	3115
2538	3	5895
2539	2	1390
2540	3	5380
2541	2	1467
2542	1	2172
2543	2	4759
2544	2	3003
2545	2	1448
2546	3	8294
2547	3	6183
2548	2	3395
2549	3	4067
2550	2	3472
2551	3	6690
2552	2	1080
2553	2	2598
2554	2	1488
2555	4	5072
2556	2	2512
2557	2	3863
2558	2	2970
2559	2	4666
2560	3	5860
2561	2	1214
2562	1	2268
2563	1	2527
2564	3	7290
2565	2	603
2566	1	2191
2567	2	1387
2568	3	2322
2569	3	5739
2570	2	2418
2571	2	5074
2572	2	2299
2573	2	1064
2574	3	7630
2575	3	7783
2576	2	4107
2577	2	6483
2578	2	8134
2579	2	5870
2580	3	7400
2581	1	3431
2582	2	2230
2583	2	1554
2584	3	6276
2585	3	7398
2586	2	2536
2587	2	1666
2588	1	2391
2589	3	6571
2590	2	5575
2591	2	3835
2592	3	5210
2593	1	1831
2594	3	7055
2595	2	4794
2596	2	2772
2597	2	3884
2598	2	1071
2599	2	2827
2600	2	2290
2601	2	6279
2602	1	3614
2603	1	4406
2604	2	3412
2605	2	3116
2606	4	7816
2607	2	7058
2608	3	6370
2609	2	3688
2610	2	5262
2611	3	5691
2612	3	7766
2613	2	4226
2614	3	5548
2615	2	743
2616	1	3124
2617	2	7543
2618	1	2358
2618	1	2360
2619	1	7176
2620	2	3882
2621	3	5708
2622	2	2944
2623	2	2764
2624	2	3411
2625	3	8146
2626	2	5714
2627	3	3296
2628	3	4555
2629	2	5219
2630	2	3994
2631	2	2782
2632	4	3735
2633	1	1776
2634	2	4274
2635	2	2427
2636	2	3415
2637	2	5538
2638	3	5692
2639	3	5058
2640	2	6948
2641	2	3224
2642	2	3964
2643	4	6840
2644	3	6184
2645	2	1915
2646	3	4507
2647	3	3670
2648	1	4111
2649	1	1856
2650	2	1119
2651	4	3778
2652	3	2922
2653	2	976
2654	2	3200
2655	2	3979
2656	2	3082
2657	1	3428
2658	2	4795
2659	1	3291
2660	2	4564
2661	2	1844
2662	2	5906
2663	1	3303
2664	3	7070
2665	3	7288
2666	2	1906
2667	2	5576
2668	2	4575
2669	2	956
2670	2	5587
2671	2	1900
2672	3	2175
2673	4	5231
2674	3	7080
2675	3	5458
2676	3	3059
2677	2	3071
2678	2	3740
2679	2	2388
2680	2	1678
2681	2	2162
2682	2	5711
2683	1	3694
2683	1	3695
2684	2	4228
2685	2	1710
2686	2	5834
2687	2	2584
2688	3	5331
2689	3	5859
2689	3	6600
2690	3	3862
2691	1	1796
2692	2	1494
2693	3	5096
2694	2	3443
2695	3	7416
2696	2	2031
2697	3	1318
2698	2	1624
2699	2	4534
2700	2	2831
2701	3	6692
2702	3	4010
2703	3	4836
2704	2	3166
2705	2	3023
2706	3	5682
2707	3	7270
2708	1	2446
2709	2	2151
2710	3	2522
2711	2	3274
2712	3	4710
2713	2	6639
2714	1	1847
2715	2	2226
2716	2	5038
2717	3	6610
2718	1	1360
2719	3	3239
2720	2	3796
2721	2	8004
2722	4	5560
2723	1	2735
2724	2	4904
2725	2	2415
2725	2	6162
2726	3	2364
2727	1	1871
2728	2	1043
2729	2	5454
2730	2	3198
2731	2	3234
2732	2	4371
2733	2	4823
2734	3	8074
2735	2	1366
2736	3	6912
2737	4	4878
2738	1	1811
2739	2	1171
2740	3	4444
2741	2	5942
2742	2	2002
2743	1	5395
2744	2	4055
2745	3	2251
2746	2	1458
2747	3	5250
2748	3	5335
2749	3	7538
2750	2	3378
2751	2	6364
2752	3	2996
2753	3	3978
2754	2	1370
2755	3	4094
2756	3	7463
2757	3	6871
2757	3	6887
2758	1	4990
2759	2	5155
2760	1	1987
2761	3	814
2762	3	7443
2763	3	4343
2764	1	5572
2765	3	7430
2766	1	6098
2767	1	1966
2767	1	1967
2768	2	2547
2769	2	1032
2770	2	3798
2771	2	574
2771	2	575
2772	2	5468
2773	2	1604
2774	2	3746
2775	2	6486
2776	1	2988
2777	2	5372
2778	3	7427
2779	1	2612
2780	2	2947
2781	1	3223
2782	2	1066
2783	1	1040
2784	3	7704
2785	3	7746
2786	3	6048
2787	2	4298
2788	2	1139
2789	2	3072
2790	2	3242
2791	2	2895
2792	1	1424
2793	3	1854
2794	3	3275
2795	3	1022
2795	3	1023
2796	2	3727
2797	2	4084
2798	2	5543
2799	2	6784
2800	1	902
2801	2	776
2802	3	7894
2803	2	3631
2804	2	2747
2805	3	5436
2806	3	7528
2807	2	7034
2807	2	7036
2808	3	6272
2809	2	5999
2810	3	4402
2811	3	2939
2812	2	1594
2813	4	8210
2813	4	8211
2814	2	963
2815	2	2095
2816	3	7076
2817	2	6146
2818	2	3968
2819	3	5959
2820	2	3887
2821	3	3015
2822	2	7183
2823	2	2494
2824	3	5218
2825	2	1326
2826	4	7250
2827	4	7328
2828	2	1724
2829	2	4456
2830	2	2992
2831	2	1919
2832	4	8128
2833	2	4355
2834	2	1718
2834	2	1720
2835	2	1627
2836	3	6202
2837	3	2479
2838	2	5283
2839	4	6698
2840	2	4775
2841	2	6839
2842	2	3619
2843	2	6652
2844	1	2763
2845	2	1606
2846	3	8300
2847	3	5208
2848	3	4374
2849	2	2496
2850	1	2428
2851	4	7526
2852	2	2780
2853	4	7980
2854	3	7174
2855	3	7102
2856	2	1946
2857	2	1622
2858	2	3655
2859	2	4360
2860	3	7926
2861	3	6416
2862	2	1767
2863	3	4199
2864	3	7784
2865	3	5607
2866	2	5259
2867	1	2952
2868	1	4442
2869	4	6210
2870	2	504
2871	4	8155
2872	1	1903
2873	1	1936
2874	4	7898
2875	2	3184
2876	3	2643
2877	1	2615
2878	2	3416
2879	3	2092
2880	3	5954
2881	2	2746
2882	3	7090
2883	2	4443
2884	3	7190
2885	2	2399
2886	3	3800
2887	2	2658
2888	3	3359
2889	3	4074
2890	3	867
2891	3	3222
2892	2	6487
2893	4	5850
2894	4	8152
2895	2	6067
2896	1	1948
2897	2	5266
2898	3	5998
2899	1	3387
2900	1	2587
2901	2	1275
2902	2	6827
2903	3	7456
2904	2	4744
2905	3	5460
2906	4	7586
2907	2	1268
2908	1	2264
2909	2	5791
2910	2	5299
2911	2	5152
2912	2	1303
2913	1	4451
2914	3	4746
2915	2	5939
2916	2	5600
2917	2	1280
2918	3	7872
2919	3	4960
2920	3	6258
2921	3	4115
2922	2	4147
2923	3	8028
2924	3	5624
2925	2	3339
2926	3	7462
2927	2	5595
2928	2	2240
2929	1	1818
2930	2	1810
2931	1	2423
2932	3	6978
2933	3	2723
2934	2	5015
2935	3	7315
2936	4	7207
2937	2	6715
2938	3	5252
2939	3	1995
2940	2	1472
2941	2	3427
2942	2	2247
2943	2	3182
2944	3	4474
2945	2	3438
2946	3	6231
2947	3	5875
2948	1	5050
2949	3	4156
2950	2	2910
2951	3	7499
2952	2	4528
2953	1	3578
2954	1	5030
2955	4	5806
2956	2	1436
2957	2	2006
2958	1	2216
2959	2	5324
2960	2	4184
2961	3	4047
2962	1	1734
2963	2	3844
2964	2	570
2965	3	6530
2966	3	1271
2967	3	7310
2968	1	2018
2969	1	1972
2970	2	1740
2971	1	4820
2972	2	3626
2973	3	7742
2974	2	6714
2975	3	5087
2976	2	3078
2977	2	1955
2978	1	2570
2979	2	5400
2980	2	2535
2981	3	990
2981	3	992
2982	2	1236
2983	2	4644
2984	2	1832
2985	1	4995
2986	2	2552
2987	3	3254
2988	2	2936
2989	2	2834
2990	3	2748
2991	3	2720
2992	2	2962
2993	2	2784
2994	4	8038
2995	1	2024
2996	4	8104
2997	1	1823
2998	2	2163
2999	2	2054
3000	2	3518
3001	2	1302
3002	1	3027
3003	3	1628
3004	2	5214
3005	2	1874
3006	2	2035
3007	1	3258
3008	3	7739
3009	2	1474
3010	2	3708
3011	3	4146
3012	1	1852
3013	2	3718
3014	1	3515
3015	2	1687
3016	1	2824
3017	2	7623
3018	3	5402
3019	3	5267
3020	2	2043
3021	2	1918
3022	2	3288
3023	2	2046
3024	2	2400
3025	1	4166
3026	3	6206
3027	2	6734
3028	1	3992
3029	2	1787
3030	3	2652
3031	3	666
3032	2	5114
3033	3	8126
3034	4	4767
3035	2	4632
3036	2	6411
3037	2	4602
3038	1	2394
3039	2	1722
3040	3	1154
3040	3	1155
3041	2	3178
3042	1	2011
3043	2	2462
3044	3	4366
3045	3	7068
3046	1	2524
3047	1	3255
3048	3	2950
3049	2	1834
3050	2	1028
3051	3	4572
3052	2	5608
3053	2	3463
3054	1	1355
3055	2	3114
3056	1	3435
3057	1	2579
3058	2	3747
3059	2	6130
3060	3	5746
3061	2	774
3062	2	4608
3063	2	730
3064	3	5132
3065	3	6499
3066	1	3815
3067	1	3351
3068	3	2802
3069	2	3512
3070	1	4152
3071	3	2519
3072	3	1295
3073	3	6432
3074	4	7955
3075	2	7602
3076	3	3152
3077	3	5578
3078	3	1430
3079	2	2884
3080	3	7535
3081	3	1086
3082	2	3648
3083	2	1466
3084	2	2760
3085	2	6080
3086	3	4172
3087	3	3391
3088	2	940
3089	2	4571
3090	3	7050
3091	3	7804
3092	2	1127
3093	1	1928
3094	2	1848
3095	3	6671
3096	4	2440
3097	1	4431
3098	2	5632
3099	1	1759
3100	2	918
3101	1	3760
3102	2	4731
3103	2	1631
3104	2	2635
3105	2	3354
3106	2	7227
3107	3	5884
3108	1	2779
3109	2	84
3110	1	1522
3111	2	3971
3112	2	6355
3113	3	4782
3114	2	1332
3115	4	8023
3116	4	3640
3117	2	3590
3118	2	2566
3119	1	3856
3120	4	4806
3121	2	1570
3122	3	1418
3123	1	4547
3124	2	2187
3125	3	5196
3126	2	3675
3127	1	3099
3128	1	4208
3129	4	6727
3130	3	4126
3131	2	1120
3132	3	7779
3133	3	522
3134	1	3570
3135	1	3594
3136	2	5382
3137	2	3246
3138	3	7571
3139	1	2008
3140	2	2471
3141	4	5968
3142	3	6748
3143	2	4119
3144	3	4899
3145	2	1162
3146	1	3214
3147	3	515
3148	2	2248
3149	1	2232
3150	2	2787
3151	2	1819
3152	2	5984
3153	2	5203
3154	2	1483
3155	3	1312
3156	2	2799
3157	1	1876
3158	3	5883
3159	3	5732
3160	1	4900
3161	3	7918
3162	3	5510
3163	1	1434
3164	2	2518
3165	2	5751
3166	4	2500
3167	3	5292
3168	1	2926
3169	2	4038
3170	2	5991
3171	3	4624
3172	3	5287
3173	1	2068
3174	1	3814
3175	3	4780
3176	3	3698
3176	3	3700
3177	2	1492
3178	1	1346
3179	2	2242
3180	2	1644
3181	2	692
3182	2	1588
3183	3	4319
3184	1	4892
3185	1	4096
3186	1	2378
3187	1	2792
3188	2	3766
3189	2	3272
3190	3	3499
3191	2	2074
3192	4	2724
3193	3	3887
3194	3	3030
3195	2	1552
3196	1	3647
3197	1	5192
3198	3	5488
3199	3	5415
3200	1	1930
3201	3	5764
3202	1	1899
3203	2	1940
3204	3	4303
3205	1	1700
3206	2	4195
3207	1	6126
3208	1	1514
3209	2	1676
3210	2	982
3211	2	8174
3212	1	2595
3213	4	8071
3214	2	3900
3215	3	5995
3216	3	1608
3217	2	1751
3218	1	3916
3219	2	7180
3220	2	5504
3221	2	994
3222	1	2166
3223	2	4914
3224	2	1378
3225	2	2666
3226	3	2755
3227	3	7026
3228	1	3628
3229	1	2667
3230	1	3436
3231	4	7611
3232	2	2568
3233	3	107
3234	2	3583
3235	1	1712
3236	1	6962
3236	1	6963
3237	1	3928
3238	2	1942
3239	3	1616
3240	1	7511
3241	3	1920
3242	3	3702
3243	3	2823
3244	1	1694
3245	3	2259
3246	3	4266
3247	3	7500
3248	2	5688
3249	2	5914
3250	1	2380
3251	2	6560
3252	1	1680
3253	2	3191
3254	2	3587
3255	1	4018
3256	2	2176
3257	2	4983
3258	2	847
3259	3	4827
3260	1	3726
3261	3	7370
3262	2	2960
3263	1	2064
3264	2	3056
3265	1	1440
3266	3	5339
3267	1	2159
3268	2	6492
3269	1	1924
3270	2	1328
3271	2	2966
3272	2	5472
3273	3	7216
3274	1	3079
3275	4	5386
3276	3	7782
3277	2	1090
3278	3	1870
3279	3	492
3280	3	8048
3281	3	6403
3282	1	4396
3283	2	1703
3284	2	1338
3285	3	3184
3286	2	2776
3287	2	5499
3288	2	6762
3289	3	5556
3290	2	1250
3291	3	7364
3292	3	3674
3293	3	5466
3294	3	7888
3295	2	2050
3296	2	3259
3297	3	7072
3298	1	2246
3299	1	2674
3300	3	6878
3301	3	5154
3302	3	2778
3303	3	4556
3304	1	2030
3305	3	220
3306	1	3487
3307	2	883
3308	1	1298
3309	2	6059
3310	2	8063
3311	2	2663
3312	2	3424
3313	3	7776
3314	2	5076
3315	3	5658
3316	2	2812
3317	3	1932
3318	3	6742
3319	2	1715
3320	2	1159
3321	3	2656
3322	2	2752
3323	1	3276
3324	1	3620
3325	2	658
3326	2	666
3327	2	2183
3328	2	783
3329	1	4966
3330	1	2444
3331	3	6996
3332	1	2071
3333	3	5562
3334	2	1986
3335	2	7018
3336	1	2804
3337	2	155
3338	2	1136
3339	1	3102
3340	2	3263
3341	2	2443
3342	3	4723
3343	2	5952
3344	4	8096
3345	2	3936
3346	1	2160
3347	3	5810
3348	1	2040
3349	3	4991
3350	3	6476
3351	2	1012
3352	2	4390
3353	1	5483
3354	3	2250
3355	1	2143
3356	2	2572
3357	2	1070
3358	2	2528
3359	2	1775
3360	2	1106
3361	1	2695
3362	2	1902
3363	2	3676
3364	2	2155
3365	3	979
3366	1	871
3367	2	6232
3368	3	5464
3369	1	4290
3370	2	2702
3371	2	428
3372	1	2754
3373	2	5811
3374	1	2455
3375	2	7626
3376	2	1374
3377	1	3210
3378	3	1600
3379	2	4299
3380	1	3010
3381	1	3022
3382	2	6223
3383	1	5528
3384	3	7682
3385	3	4707
3386	2	1667
3387	3	3216
3388	2	3203
3389	2	3730
3390	4	8196
3391	3	5360
3392	2	7118
3393	3	7063
3394	1	2459
3395	1	2371
3396	1	1464
3397	3	7951
3398	1	1922
3399	1	2340
3400	1	1771
3401	2	3790
3402	2	2868
3403	2	4027
3404	1	6011
3405	3	3972
3406	3	4935
3407	2	1246
3408	4	7999
3409	2	667
3410	1	2607
3411	1	2192
3412	2	3888
3413	3	6028
3414	1	1998
3415	2	5178
3416	2	882
3417	2	4091
3418	1	4220
3419	2	6662
3420	3	6967
3421	3	2182
3422	3	8020
3423	2	2284
3424	3	6991
3425	5	7035
3426	2	1450
3427	2	1098
3428	2	1224
3429	1	5588
3430	2	8108
3431	3	6568
3432	2	4307
3433	2	1372
3434	2	4370
3435	1	2294
3436	1	2618
3437	1	1524
3438	3	7494
3439	1	1743
3440	2	58
3441	2	855
3442	2	5304
3443	3	7486
3444	3	6831
3445	3	479
3446	2	2796
3447	2	2975
3448	1	3018
3449	2	2012
3450	3	7226
3451	3	7391
3452	2	5202
3453	1	2131
3454	3	7254
3455	3	352
3456	4	4943
3457	1	2647
3458	2	7591
3459	1	5912
3460	2	3638
3461	1	1350
3462	1	2070
3463	2	3119
3464	3	8222
3465	4	6043
3466	3	2228
3467	3	7554
3468	2	4408
3469	2	4614
3470	3	6616
3471	2	1475
3472	1	2382
3473	3	7995
3474	2	1251
3475	3	6612
3476	2	5023
3477	2	6150
3478	3	2768
3479	1	3278
3480	3	1226
3481	3	160
3482	4	7467
3483	2	3026
3484	2	3514
3485	2	6031
3486	2	1123
3487	3	6944
3488	2	8315
3489	2	2422
3489	2	2972
3490	2	564
3491	1	1620
3492	2	3426
3493	3	1327
3494	2	2447
3495	3	8275
3496	4	6474
3497	2	7870
3498	4	6678
3499	2	1540
3500	3	7622
3501	3	383
3502	2	419
3503	1	2352
3504	1	3575
3505	1	5084
3506	1	3923
3507	3	4015
3508	3	4719
3509	1	1880
3510	2	5094
3511	1	2490
3512	1	1959
3513	1	2968
3514	2	4238
3515	2	3176
3516	1	1979
3517	2	1422
3518	1	2816
3519	3	7032
3520	2	3407
3521	1	2434
3521	1	2435
3522	4	3840
3523	1	5418
3524	3	7991
3525	2	2583
