Scan_Number_Start	Scan_Number_End	Charge	Quality_Score	Precursor_MZ	BPI
23185	23185	3	1	561.9156	0
23186	23186	3	1	561.9156	0
23187	23187	2	1	502.5847	0
23187	23187	3	1	502.5848	0
23188	23188	2	1	502.5847	0
23188	23188	3	1	502.5848	0
23189	23189	3	1	496.9006	0
23190	23190	3	1	496.9006	0
23191	23191	3	1	496.9006	0
23192	23192	3	1	1013.4948	0
23193	23193	3	1	956.7406	0
23194	23194	3	1	1013.4948	0
23195	23195	3	1	956.7406	0
23196	23196	3	1	956.7406	0
23197	23197	2	1	408.2088	0
23198	23198	2	1	408.2088	0
23199	23199	2	1	408.2088	0
23200	23200	2	1	925.8577	0
23201	23201	2	1	925.8577	0
23202	23202	2	1	925.8577	0
23204	23204	4	1	725.0676	0
23205	23205	4	1	725.0676	0
23206	23206	3	1	966.4197	0
23207	23207	3	1	966.4197	0
23208	23208	3	1	966.4197	0
23209	23209	2	1	549.7722	0
23209	23209	3	1	549.7722	0
23210	23210	2	1	549.7722	0
23210	23210	3	1	549.7722	0
23211	23211	2	1	549.7722	0
23211	23211	3	1	549.7722	0
23212	23212	2	1	516.803	0
23213	23213	2	1	516.803	0
23214	23214	4	1	378.9226	0
23215	23215	4	1	378.9226	0
23216	23216	3	1	662.3156	0
23217	23217	3	1	662.3156	0
23218	23218	3	1	662.3156	0
23219	23219	2	1	1040.3933	0
23220	23220	2	1	1040.3933	0
23222	23222	2	1	773.8323	0
23222	23222	3	1	773.8322	0
23223	23223	2	1	773.8323	0
23223	23223	3	1	773.8322	0
23224	23224	2	1	773.8323	0
23224	23224	3	1	773.8322	0
23225	23225	2	1	959.9741	0
23226	23226	2	1	959.9741	0
23227	23227	2	1	959.9741	0
23228	23228	2	1	449.2581	0
23228	23228	3	1	449.2581	0
23229	23229	2	1	449.2581	0
23229	23229	3	1	449.2581	0
23231	23231	2	1	457.6545	0
23232	23232	2	1	457.6545	0
23233	23233	2	1	457.6545	0
23235	23235	3	1	648.6277	0
23237	23237	3	1	648.6277	0
23238	23238	3	1	648.6277	0
23239	23239	2	1	442.1903	0
23240	23240	2	1	442.1903	0
23241	23241	2	1	442.1903	0
23242	23242	2	1	678.8176	0
23243	23243	2	1	678.8176	0
23244	23244	2	1	678.8176	0
23245	23245	2	1	450.1719	0
23246	23246	2	1	450.1719	0
23247	23247	3	1	422.8927	0
23248	23248	3	1	422.8927	0
23249	23249	2	1	472.2015	0
23250	23250	2	1	472.2015	0
23251	23251	2	1	472.2015	0
23252	23252	2	1	633.835	0
23253	23253	2	1	633.835	0
23254	23254	2	1	633.835	0
23255	23255	2	1	527.2478	0
23256	23256	2	1	527.2478	0
23258	23258	2	1	601.7969	0
23259	23259	2	1	601.7969	0
23260	23260	2	1	601.7969	0
23261	23261	3	1	562.2616	0
23262	23262	3	1	562.2616	0
23263	23263	2	1	483.7113	0
23264	23264	2	1	483.7113	0
23265	23265	2	1	483.7113	0
23266	23266	2	1	788.8939	0
23267	23267	2	1	788.8939	0
23268	23268	2	1	788.8939	0
23269	23269	2	1	701.3121	0
23269	23269	3	1	701.3121	0
23270	23270	2	1	701.3121	0
23270	23270	3	1	701.3121	0
23271	23271	2	1	701.3121	0
23271	23271	3	1	701.3121	0
23272	23272	2	1	694.8239	0
23273	23273	2	1	694.8239	0
23274	23274	2	1	694.8239	0
23275	23275	2	1	538.7022	0
23276	23276	2	1	538.7022	0
23277	23277	2	1	538.7022	0
23278	23278	2	1	584.2997	0
23279	23279	2	1	584.2997	0
23280	23280	2	1	584.2997	0
23281	23281	3	1	624.3178	0
23282	23282	3	1	624.3178	0
23283	23283	3	1	624.3178	0
23284	23284	3	1	778.923	0
23285	23285	3	1	778.923	0
23286	23286	3	1	778.923	0
23288	23288	2	1	665.2982	0
23289	23289	2	1	665.2982	0
23290	23290	2	1	665.2982	0
23291	23291	3	1	612.9719	0
23292	23292	3	1	612.9719	0
23293	23293	3	1	612.9719	0
23294	23294	2	1	462.2594	0
23295	23295	2	1	462.2594	0
23296	23296	2	1	926.9042	0
23297	23297	2	1	926.9042	0
23298	23298	2	1	926.9042	0
23299	23299	2	1	815.3567	0
23300	23300	2	1	815.3567	0
23301	23301	2	1	815.3567	0
23302	23302	2	1	877.8939	0
23303	23303	2	1	877.8939	0
23304	23304	2	1	877.8939	0
23305	23305	2	1	1059.5099	0
23306	23306	2	1	1059.5099	0
23308	23308	5	1	686.8972	0
23309	23309	5	1	686.8972	0
23310	23310	2	1	898.3152	0
23311	23311	2	1	898.3152	0
23312	23312	2	1	898.3152	0
23314	23314	2	1	579.2659	0
23315	23315	2	1	579.2659	0
23316	23316	2	1	579.2659	0
23317	23317	3	1	757.3554	0
23318	23318	3	1	757.3554	0
23319	23319	3	1	757.3554	0
23320	23320	3	1	526.2651	0
23321	23321	3	1	526.2651	0
23322	23322	2	1	701.3115	0
23323	23323	2	1	701.3115	0
23324	23324	2	1	701.3115	0
23325	23325	2	1	830.3725	0
23326	23326	2	1	830.3725	0
23327	23327	2	1	830.3725	0
23328	23328	3	1	684.3277	0
23329	23329	3	1	684.3277	0
23330	23330	3	1	684.3277	0
23332	23332	2	1	837.3528	0
23333	23333	2	1	837.3528	0
23334	23334	2	1	837.3528	0
23335	23335	2	1	1117.9614	0
23336	23336	2	1	1117.9614	0
23338	23338	3	1	676.2805	0
23339	23339	3	1	676.2805	0
23340	23340	3	1	676.2805	0
23342	23342	3	1	492.2458	0
23343	23343	3	1	492.2458	0
23344	23344	3	1	1012.4232	0
23345	23345	4	1	1128.7953	0
23346	23346	3	1	706.674	0
23347	23347	3	1	706.674	0
23348	23348	3	1	795.0427	0
23349	23349	3	1	795.0427	0
23350	23350	2	1	1100.4551	0
23351	23351	2	1	1100.4551	0
23353	23353	3	1	1426.593	0
23354	23354	4	1	1061.4652	0
23355	23355	3	1	632.3292	0
23356	23356	3	1	632.3292	0
23357	23357	3	1	632.3292	0
23358	23358	3	1	841.5352	0
23359	23359	3	1	841.5352	0
23360	23360	2	1	468.6452	0
23360	23360	3	1	468.6452	0
23361	23361	2	1	468.6452	0
23361	23361	3	1	468.6452	0
23362	23362	3	1	553.9153	0
23363	23363	3	1	553.9153	0
23364	23364	3	1	553.9153	0
23365	23365	2	1	1203.4655	0
23365	23365	3	1	1203.4655	0
23366	23366	2	1	1203.4655	0
23366	23366	3	1	1203.4655	0
23368	23368	2	1	1074.0021	0
23369	23369	2	1	1074.0021	0
23372	23372	2	1	661.3382	0
23373	23373	2	1	661.3382	0
23374	23374	2	1	661.3382	0
23375	23375	3	1	508.247	0
23376	23376	3	1	508.247	0
23377	23377	3	1	508.247	0
23378	23378	2	1	677.8094	0
23379	23379	2	1	677.8094	0
23380	23380	3	1	408.2209	0
23381	23381	3	1	408.2209	0
23382	23382	4	1	858.3693	0
23383	23383	3	1	641.9967	0
23384	23384	3	1	641.9967	0
23385	23385	3	1	641.9967	0
23386	23386	2	1	1385.5312	0
23387	23387	2	1	1385.5312	0
23388	23388	2	1	590.2411	0
23389	23389	2	1	590.2411	0
23390	23390	2	1	590.2411	0
23391	23391	3	1	503.1562	0
23392	23392	3	1	503.1562	0
23393	23393	3	1	503.1562	0
23394	23394	3	1	510.1499	0
23395	23395	3	1	510.1499	0
23396	23396	3	1	818.6398	0
23397	23397	3	1	818.6398	0
23398	23398	2	1	882.3546	0
23398	23398	3	1	882.3546	0
23399	23399	2	1	882.3546	0
23399	23399	3	1	882.3546	0
23400	23400	2	1	882.3546	0
23400	23400	3	1	882.3546	0
23401	23401	3	1	733.9723	0
23402	23402	3	1	733.9723	0
23403	23403	3	1	733.9723	0
23405	23405	2	1	611.8275	0
23406	23406	2	1	611.8275	0
23407	23407	2	1	761.8664	0
23408	23408	2	1	761.8664	0
23409	23409	2	1	761.8664	0
23410	23410	3	1	441.2272	0
23411	23411	3	1	441.2272	0
23412	23412	2	1	563.7814	0
23413	23413	2	1	563.7814	0
23414	23414	2	1	563.7814	0
23415	23415	3	1	608.3011	0
23416	23416	3	1	608.3011	0
23417	23417	3	1	608.3011	0
23418	23418	2	1	1200.9991	0
23419	23419	2	1	1200.9991	0
23421	23421	2	1	680.2855	0
23422	23422	2	1	680.2855	0
23423	23423	2	1	680.2855	0
23424	23424	3	1	853.3685	0
23425	23425	3	1	853.3685	0
23426	23426	3	1	924.0208	0
23427	23427	3	1	924.0208	0
23428	23428	3	1	924.0208	0
23429	23429	2	1	798.3743	0
23430	23430	2	1	798.3743	0
23431	23431	2	1	798.3743	0
23432	23432	4	1	568.2682	0
23433	23433	4	1	568.2682	0
23435	23435	2	1	465.2116	0
23436	23436	2	1	465.2116	0
23437	23437	2	1	741.3513	0
23438	23438	2	1	741.3513	0
23439	23439	2	1	741.3513	0
23440	23440	2	1	761.8458	0
23441	23441	2	1	761.8458	0
23442	23442	2	1	761.8458	0
23443	23443	2	1	761.8458	0
23444	23444	2	1	761.8458	0
23445	23445	4	1	627.4592	0
23446	23446	4	1	627.4592	0
23447	23447	2	1	539.7887	0
23448	23448	2	1	539.7887	0
23449	23449	2	1	539.7887	0
23450	23450	2	1	1135.5297	0
23451	23451	2	1	1135.5297	0
23453	23453	3	1	588.9183	0
23454	23454	3	1	588.9183	0
23455	23455	3	1	588.9183	0
23456	23456	2	1	1010.9737	0
23457	23457	2	1	1010.9737	0
23458	23458	2	1	1010.9737	0
23459	23459	3	1	774.9932	0
23460	23460	3	1	774.9932	0
23461	23461	4	1	581.4971	0
23462	23462	4	1	581.4971	0
23463	23463	2	1	882.8741	0
23464	23464	2	1	882.8741	0
23465	23465	2	1	882.8741	0
23467	23467	2	1	501.2284	0
23468	23468	2	1	501.2284	0
23469	23469	2	1	501.2284	0
23470	23470	4	1	601.0035	0
23471	23471	4	1	601.0035	0
23472	23472	3	1	991.4307	0
23473	23473	3	1	991.4307	0
23474	23474	2	1	642.2841	0
23475	23475	2	1	642.2841	0
23476	23476	2	1	642.2841	0
23477	23477	2	1	438.1795	0
23478	23478	2	1	438.1795	0
23479	23479	2	1	438.1795	0
23480	23480	4	1	732.3177	0
23481	23481	4	1	732.3177	0
23482	23482	3	1	1038.4236	0
23483	23483	2	1	737.8654	0
23485	23485	2	1	737.8654	0
23486	23486	2	1	737.8654	0
23487	23487	3	1	892.3786	0
23488	23488	3	1	892.3786	0
23489	23489	3	1	892.3786	0
23490	23490	2	1	848.4402	0
23491	23491	2	1	848.4402	0
23492	23492	3	1	573.2481	0
23493	23493	3	1	573.2481	0
23496	23496	2	1	530.2432	0
23497	23497	2	1	530.2432	0
23498	23498	2	1	530.2432	0
23499	23499	2	1	651.3008	0
23500	23500	2	1	651.3008	0
23501	23501	2	1	651.3008	0
23502	23502	3	1	836.2767	0
23503	23503	3	1	836.2767	0
23504	23504	3	1	699.9897	0
23505	23505	3	1	699.9897	0
23506	23506	3	1	699.9897	0
23507	23507	3	1	389.1054	0
23508	23508	3	1	389.1054	0
23509	23509	3	1	389.1054	0
23510	23510	3	1	846.3441	0
23511	23511	3	1	846.3441	0
23512	23512	3	1	846.3441	0
23513	23513	3	1	551.9354	0
23514	23514	3	1	551.9354	0
23515	23515	3	1	551.9354	0
23516	23516	3	1	892.3777	0
23517	23517	3	1	892.3777	0
23518	23518	3	1	892.3777	0
23519	23519	3	1	458.8647	0
23520	23520	3	1	458.8647	0
23521	23521	3	1	859.9164	0
23522	23522	3	1	859.9164	0
23523	23523	3	1	973.2857	0
23524	23524	3	1	973.2857	0
23526	23526	3	1	674.3187	0
23527	23527	3	1	674.3187	0
23528	23528	3	1	713.0092	0
23529	23529	3	1	713.0092	0
23530	23530	3	1	713.0092	0
23531	23531	3	1	434.5361	0
23532	23532	3	1	434.5361	0
23533	23533	3	1	595.9581	0
23534	23534	3	1	595.9581	0
23535	23535	3	1	595.9581	0
23536	23536	2	1	1192.5544	0
23536	23536	3	1	1192.5544	0
23537	23537	2	1	1192.5544	0
23537	23537	3	1	1192.5544	0
23539	23539	2	1	455.7251	0
23540	23540	2	1	455.7251	0
23541	23541	2	1	455.7251	0
23542	23542	2	1	359.7009	0
23543	23543	2	1	359.7009	0
23544	23544	3	1	998.308	0
23545	23545	3	1	998.308	0
23546	23546	2	1	994.4633	0
23547	23547	2	1	994.4633	0
23548	23548	2	1	994.4633	0
23549	23549	3	1	485.9308	0
23550	23550	3	1	485.9308	0
23551	23551	3	1	485.9308	0
23552	23552	2	1	842.6136	0
23552	23552	3	1	842.6136	0
23553	23553	2	1	842.6136	0
23553	23553	3	1	842.6136	0
23554	23554	2	1	976.7607	0
23554	23554	3	1	976.7606	0
23555	23555	2	1	976.7607	0
23555	23555	3	1	976.7606	0
23556	23556	2	1	976.7607	0
23556	23556	3	1	976.7606	0
23558	23558	3	1	801.002	0
23559	23559	3	1	801.002	0
23560	23560	3	1	801.002	0
23561	23561	4	1	614.2312	0
23562	23562	4	1	614.2312	0
23563	23563	3	1	812.6713	0
23564	23564	3	1	812.6713	0
23565	23565	3	1	812.6713	0
23566	23566	3	1	808.5541	0
23567	23567	3	1	808.5541	0
23568	23568	3	1	808.5541	0
23569	23569	2	1	412.6957	0
23570	23570	2	1	412.6957	0
23571	23571	2	1	790.8917	0
23572	23572	2	1	790.8917	0
23573	23573	2	1	790.8917	0
23574	23574	3	1	453.8764	0
23575	23575	3	1	453.8764	0
23576	23576	2	1	579.2519	0
23577	23577	2	1	579.2519	0
23578	23578	2	1	579.2519	0
23579	23579	2	1	838.4026	0
23580	23580	2	1	838.4026	0
23581	23581	2	1	838.4026	0
23582	23582	3	1	386.8849	0
23583	23583	3	1	386.8849	0
23584	23584	3	1	386.8849	0
23586	23586	4	1	432.2363	0
23587	23587	4	1	432.2363	0
23588	23588	4	1	740.3244	0
23589	23589	4	1	740.3244	0
23590	23590	3	1	452.1736	0
23591	23591	3	1	452.1736	0
23592	23592	2	1	720.3516	0
23593	23593	2	1	720.3516	0
23594	23594	2	1	720.3516	0
23595	23595	3	1	743.6445	0
23596	23596	3	1	743.6445	0
23597	23597	3	1	743.6445	0
23598	23598	3	1	575.9795	0
23599	23599	3	1	575.9795	0
23600	23600	2	1	581.6508	0
23600	23600	3	1	581.6507	0
23601	23601	2	1	581.6508	0
23601	23601	3	1	581.6507	0
23602	23602	3	1	927.0499	0
23603	23603	3	1	927.0499	0
23604	23604	3	1	927.0499	0
23605	23605	2	1	1049.48	0
23606	23606	2	1	1049.48	0
23608	23608	2	1	822.3877	0
23609	23609	2	1	822.3877	0
23610	23610	2	1	822.3877	0
23611	23611	3	1	447.1851	0
23612	23612	3	1	447.1851	0
23613	23613	3	1	447.1851	0
23614	23614	2	1	624.8237	0
23615	23615	2	1	624.8237	0
23617	23617	4	1	733.8167	0
23618	23618	4	1	733.8167	0
23619	23619	2	1	763.2812	0
23619	23619	3	1	763.2811	0
23620	23620	2	1	763.2812	0
23620	23620	3	1	763.2811	0
23621	23621	2	1	763.2812	0
23621	23621	3	1	763.2811	0
23622	23622	3	1	480.5696	0
23623	23623	3	1	480.5696	0
23624	23624	3	1	558.5709	0
23625	23625	3	1	558.5709	0
23626	23626	3	1	558.5709	0
23627	23627	2	1	677.7554	0
23628	23628	2	1	677.7554	0
23629	23629	3	1	477.2188	0
23630	23630	3	1	477.2188	0
23631	23631	2	1	687.793	0
23632	23632	2	1	687.793	0
23633	23633	2	1	567.2169	0
23634	23634	2	1	567.2169	0
23635	23635	2	1	567.2169	0
23636	23636	4	1	704.7938	0
23637	23637	4	1	704.7938	0
23638	23638	4	1	704.7938	0
23639	23639	2	1	914.9653	0
23639	23639	3	1	914.9653	0
23640	23640	2	1	914.9653	0
23640	23640	3	1	914.9653	0
23641	23641	2	1	914.9653	0
23641	23641	3	1	914.9653	0
23642	23642	2	1	782.0101	0
23642	23642	3	1	782.0101	0
23643	23643	2	1	782.0101	0
23643	23643	3	1	782.0101	0
23644	23644	2	1	782.0101	0
23644	23644	3	1	782.0101	0
23645	23645	2	1	852.2367	0
23645	23645	3	1	852.2366	0
23646	23646	2	1	852.2367	0
23646	23646	3	1	852.2366	0
23648	23648	2	1	715.3246	0
23649	23649	2	1	715.3246	0
23650	23650	2	1	715.3246	0
23651	23651	3	1	606.2908	0
23652	23652	3	1	606.2908	0
23653	23653	2	1	752.8226	0
23654	23654	2	1	752.8226	0
23655	23655	2	1	752.8226	0
23656	23656	3	1	873.0455	0
23657	23657	3	1	873.0455	0
23658	23658	3	1	873.0455	0
23659	23659	2	1	375.2007	0
23659	23659	3	1	375.2007	0
23660	23660	2	1	375.2007	0
23660	23660	3	1	375.2007	0
23661	23661	3	1	471.7789	0
23662	23662	3	1	471.7789	0
23663	23663	3	1	471.7789	0
23664	23664	3	1	421.9088	0
23665	23665	3	1	421.9088	0
23666	23666	3	1	421.9088	0
23668	23668	3	1	1023.7881	0
23669	23669	2	1	1073.5782	0
23669	23669	3	1	1073.5781	0
23670	23670	3	1	1023.7881	0
23672	23672	2	1	1073.5782	0
23672	23672	3	1	1073.5781	0
23673	23673	2	1	1298.7804	0
23673	23673	3	1	1298.7804	0
23675	23675	2	1	549.7733	0
23676	23676	2	1	549.7733	0
23677	23677	2	1	549.7733	0
23678	23678	3	1	1310.2166	0
23679	23679	4	1	645.1903	0
23680	23680	4	1	645.1903	0
23681	23681	4	1	768.092	0
23682	23682	4	1	768.092	0
23683	23683	4	1	725.0645	0
23684	23684	4	1	725.0645	0
23685	23685	4	1	725.0645	0
23686	23686	3	1	638.9506	0
23687	23687	3	1	638.9506	0
23688	23688	3	1	638.9506	0
23689	23689	3	1	695.6603	0
23690	23690	3	1	695.6603	0
23691	23691	3	1	695.6603	0
23692	23692	3	1	498.2077	0
23693	23693	3	1	498.2077	0
23694	23694	2	1	611.798	0
23694	23694	3	1	611.798	0
23695	23695	2	1	611.798	0
23695	23695	3	1	611.798	0
23696	23696	2	1	611.798	0
23696	23696	3	1	611.798	0
23697	23697	2	1	873.714	0
23697	23697	3	1	873.714	0
23698	23698	2	1	873.714	0
23698	23698	3	1	873.714	0
23699	23699	2	1	873.714	0
23699	23699	3	1	873.714	0
23700	23700	3	1	966.7513	0
23701	23701	3	1	966.7513	0
23702	23702	3	1	966.7513	0
23703	23703	2	1	983.6663	0
23703	23703	3	1	983.6663	0
23704	23704	2	1	983.6663	0
23704	23704	3	1	983.6663	0
23706	23706	3	1	978.0858	0
23707	23707	3	1	978.0858	0
23708	23708	3	1	978.0858	0
23710	23710	2	1	546.7902	0
23712	23712	2	1	546.7902	0
23713	23713	2	1	408.2074	0
23713	23713	3	1	408.2075	0
23714	23714	2	1	408.2074	0
23714	23714	3	1	408.2075	0
23715	23715	2	1	408.2074	0
23715	23715	3	1	408.2075	0
23716	23716	3	1	671.6347	0
23717	23717	3	1	671.6347	0
23718	23718	3	1	671.6347	0
23719	23719	2	1	704.2675	0
23720	23720	2	1	704.2675	0
23721	23721	2	1	704.2675	0
23722	23722	2	1	784.3636	0
23722	23722	3	1	784.3636	0
23723	23723	2	1	784.3636	0
23723	23723	3	1	784.3636	0
23724	23724	2	1	792.6597	0
23724	23724	3	1	792.6596	0
23725	23725	2	1	792.6597	0
23725	23725	3	1	792.6596	0
23726	23726	3	1	494.8554	0
23727	23727	3	1	494.8554	0
23728	23728	3	1	494.8554	0
23729	23729	3	1	635.3046	0
23730	23730	3	1	635.3046	0
23732	23732	2	1	601.7968	0
23733	23733	2	1	601.7968	0
23734	23734	2	1	601.7968	0
23735	23735	4	1	748.9827	0
23736	23736	4	1	748.9827	0
23737	23737	2	1	483.7112	0
23738	23738	2	1	483.7112	0
23739	23739	2	1	483.7112	0
23740	23740	3	1	506.2411	0
23741	23741	3	1	506.2411	0
23742	23742	2	1	873.3942	0
23743	23743	2	1	873.3942	0
23744	23744	2	1	873.3942	0
23745	23745	3	1	526.5838	0
23746	23746	3	1	526.5838	0
23747	23747	3	1	526.5838	0
23748	23748	2	1	882.8752	0
23749	23749	2	1	882.8752	0
23750	23750	2	1	882.8752	0
23751	23751	2	1	952.4514	0
23752	23752	2	1	952.4514	0
23753	23753	2	1	952.4514	0
23754	23754	2	1	404.6219	0
23755	23755	2	1	404.6219	0
23756	23756	2	1	723.3766	0
23756	23756	3	1	723.3766	0
23757	23757	2	1	723.3766	0
23757	23757	3	1	723.3766	0
23758	23758	3	1	492.5715	0
23759	23759	3	1	492.5715	0
23760	23760	3	1	492.5715	0
23762	23762	2	1	578.2253	0
23763	23763	2	1	578.2253	0
23764	23764	2	1	578.2253	0
23765	23765	2	1	608.7741	0
23766	23766	2	1	608.7741	0
23767	23767	2	1	608.7741	0
23768	23768	2	1	614.289	0
23769	23769	2	1	614.289	0
23770	23770	2	1	614.289	0
23771	23771	2	1	631.3033	0
23771	23771	3	1	631.3033	0
23772	23772	2	1	631.3033	0
23772	23772	3	1	631.3033	0
23773	23773	3	1	531.8908	0
23774	23774	3	1	531.8908	0
23775	23775	3	1	531.8908	0
23776	23776	2	1	891.3922	0
23777	23777	2	1	891.3922	0
23778	23778	2	1	891.3922	0
23779	23779	2	1	684.2983	0
23780	23780	2	1	684.2983	0
23781	23781	2	1	684.2983	0
23782	23782	2	1	832.5294	0
23782	23782	3	1	832.5292	0
23783	23783	2	1	832.5294	0
23783	23783	3	1	832.5292	0
23784	23784	2	1	487.2253	0
23785	23785	2	1	487.2253	0
23786	23786	2	1	487.2253	0
23787	23787	2	1	675.9966	0
23787	23787	3	1	675.9966	0
23788	23788	2	1	675.9966	0
23788	23788	3	1	675.9966	0
23789	23789	2	1	675.9966	0
23789	23789	3	1	675.9966	0
23791	23791	3	1	582.5988	0
23792	23792	3	1	582.5988	0
23793	23793	3	1	582.5988	0
23794	23794	5	1	846.39	0
23795	23795	2	1	668.796	0
23796	23796	2	1	668.796	0
23797	23797	2	1	668.796	0
23798	23798	2	1	758.8583	0
23799	23799	2	1	758.8583	0
23800	23800	2	1	403.217	0
23801	23801	2	1	403.217	0
23802	23802	3	1	494.8563	0
23803	23803	3	1	494.8563	0
23804	23804	3	1	681.5476	0
23805	23805	3	1	681.5476	0
23806	23806	3	1	681.5476	0
23807	23807	3	1	782.6204	0
23808	23808	3	1	782.6204	0
23809	23809	4	1	772.3484	0
23810	23810	4	1	772.3484	0
23811	23811	4	1	772.3484	0
23812	23812	2	1	621.768	0
23813	23813	2	1	621.768	0
23814	23814	2	1	621.768	0
23815	23815	3	1	449.2125	0
23816	23816	3	1	449.2125	0
23817	23817	2	1	905.9249	0
23818	23818	2	1	905.9249	0
23819	23819	2	1	905.9249	0
23821	23821	2	1	715.3246	0
23822	23822	2	1	715.3246	0
23823	23823	2	1	715.3246	0
23824	23824	3	1	920.835	0
23825	23825	2	1	519.78	0
23826	23826	2	1	519.78	0
23827	23827	2	1	519.78	0
23828	23828	2	1	837.3528	0
23829	23829	2	1	837.3528	0
23830	23830	2	1	837.3528	0
23831	23831	3	1	797.3275	0
23832	23832	3	1	797.3275	0
23833	23833	3	1	585.2742	0
23834	23834	3	1	585.2742	0
23835	23835	4	1	708.2997	0
23836	23836	4	1	708.2997	0
23837	23837	3	1	567.6025	0
23838	23838	3	1	567.6025	0
23839	23839	3	1	567.6025	0
23840	23840	3	1	812.6816	0
23841	23841	3	1	812.6816	0
23842	23842	3	1	812.6816	0
23843	23843	4	1	381.4333	0
23844	23844	4	1	381.4333	0
23845	23845	2	1	1173.4272	0
23846	23846	2	1	1173.4272	0
23848	23848	2	1	397.1396	0
23849	23849	2	1	397.1396	0
23850	23850	2	1	397.1396	0
23852	23852	2	1	661.3378	0
23853	23853	2	1	661.3378	0
23854	23854	2	1	661.3378	0
23855	23855	3	1	795.0424	0
23856	23856	3	1	795.0424	0
23857	23857	1	1	508.2419	0
23858	23858	1	1	508.2419	0
23859	23859	1	1	508.2419	0
23860	23860	2	1	738.3583	0
23861	23861	2	1	738.3583	0
23862	23862	2	1	738.3583	0
23863	23863	3	1	531.8909	0
23864	23864	3	1	531.8909	0
23865	23865	3	1	531.8909	0
23866	23866	2	1	387.741	0
23867	23867	2	1	387.741	0
23868	23868	3	1	671.3303	0
23869	23869	3	1	671.3303	0
23870	23870	3	1	765.1977	0
23871	23871	3	1	765.1977	0
23872	23872	2	1	804.8503	0
23873	23873	2	1	804.8503	0
23874	23874	2	1	804.8503	0
23875	23875	2	1	730.4639	0
23875	23875	3	1	730.4639	0
23876	23876	2	1	730.4639	0
23876	23876	3	1	730.4639	0
23877	23877	2	1	730.4639	0
23877	23877	3	1	730.4639	0
23878	23878	2	1	1039.4005	0
23879	23879	2	1	1039.4005	0
23882	23882	3	1	441.2275	0
23883	23883	3	1	441.2275	0
23884	23884	2	1	645.7928	0
23885	23885	2	1	645.7928	0
23886	23886	2	1	645.7928	0
23887	23887	2	1	877.4081	0
23888	23888	2	1	877.4081	0
23889	23889	2	1	877.4081	0
23890	23890	3	1	611.2659	0
23891	23891	3	1	611.2659	0
23892	23892	3	1	611.2659	0
23893	23893	2	1	679.3169	0
23894	23894	2	1	679.3169	0
23895	23895	2	1	679.3169	0
23896	23896	3	1	632.3297	0
23897	23897	3	1	632.3297	0
23898	23898	3	1	632.3297	0
23899	23899	2	1	469.7527	0
23900	23900	2	1	469.7527	0
23901	23901	3	1	957.775	0
23902	23902	3	1	957.775	0
23903	23903	3	1	414.5615	0
23904	23904	2	1	523.8783	0
23904	23904	3	1	523.8783	0
23905	23905	2	1	523.8783	0
23905	23905	3	1	523.8783	0
23906	23906	2	1	711.2996	0
23907	23907	2	1	711.2996	0
23908	23908	2	1	711.2996	0
23909	23909	2	1	1261.876	0
23909	23909	3	1	1261.876	0
23912	23912	4	1	458.7012	0
23913	23913	4	1	458.7012	0
23914	23914	4	1	458.7012	0
23916	23916	2	1	684.8329	0
23917	23917	2	1	684.8329	0
23918	23918	2	1	684.8329	0
23919	23919	3	1	839.3444	0
23920	23920	3	1	839.3444	0
23921	23921	3	1	839.3444	0
23922	23922	2	1	837.4075	0
23923	23923	2	1	837.4075	0
23924	23924	2	1	837.4075	0
23925	23925	2	1	564.2789	0
23926	23926	2	1	564.2789	0
23927	23927	2	1	564.2789	0
23928	23928	2	1	404.7151	0
23929	23929	2	1	404.7151	0
23930	23930	2	1	617.3004	0
23931	23931	2	1	617.3004	0
23932	23932	2	1	617.3004	0
23933	23933	3	1	639.3211	0
23934	23934	3	1	639.3211	0
23935	23935	4	1	489.7376	0
23936	23936	4	1	489.7376	0
23937	23937	2	1	1241.5116	0
23937	23937	3	1	1241.5115	0
23938	23938	2	1	1380.9991	0
23938	23938	3	1	1380.9991	0
23940	23940	2	1	580.7551	0
23941	23941	2	1	580.7551	0
23942	23942	3	1	974.1297	0
23943	23943	3	1	974.1297	0
23944	23944	3	1	974.1297	0
23945	23945	2	1	536.7541	0
23946	23946	2	1	536.7541	0
23947	23947	2	1	536.7541	0
23948	23948	3	1	841.5357	0
23949	23949	3	1	841.5357	0
23950	23950	2	1	545.2308	0
23951	23951	2	1	545.2308	0
23952	23952	2	1	545.2308	0
23953	23953	4	1	425.7075	0
23954	23954	4	1	425.7075	0
23955	23955	3	1	436.5576	0
23956	23956	3	1	436.5576	0
23957	23957	3	1	510.1493	0
23958	23958	3	1	510.1493	0
23959	23959	3	1	510.1493	0
23960	23960	3	1	786.6508	0
23961	23961	3	1	786.6508	0
23962	23962	3	1	786.6508	0
23963	23963	2	1	916.3945	0
23964	23964	2	1	916.3945	0
23965	23965	2	1	916.3945	0
23966	23966	2	1	662.8341	0
23967	23967	2	1	662.8341	0
23968	23968	2	1	662.8341	0
23970	23970	2	1	928.9224	0
23971	23971	2	1	928.9224	0
23972	23972	2	1	928.9224	0
23974	23974	3	1	639.9713	0
23975	23975	3	1	639.9713	0
23976	23976	3	1	639.9713	0
23977	23977	2	1	923.9431	0
23978	23978	2	1	923.9431	0
23979	23979	2	1	923.9431	0
